id,is_iceberg
933fc5ba,0.059938
c27eda4e,0.996901
9b94d2c2,0.000000
a2dbdb31,0.029855
816258dd,0.007265
81f11218,0.002298
c4bd9d04,0.029771
c6ce9bf9,0.116064
a7b3cc29,0.000498
527870bf,0.407621
9af26068,1.000000
0b591e70,1.000000
2b1e57c5,0.219870
194db786,0.948777
e09ba644,0.999990
fa2ed3e5,0.999201
1ba92726,0.053278
8c8f45b4,0.000000
f8889f44,0.000000
598e255b,0.000055
45f1aa7a,0.026826
022956a3,0.000000
d406064d,0.323915
76617947,0.000000
d0e5dccb,0.026803
33271da6,0.000000
0840e2b1,1.000000
521a9f4d,0.990658
7286b1dc,0.000270
5b6acc2d,0.000446
e034cd34,0.000000
46577660,0.030039
bb4d6f24,0.089889
bfc7a3f2,0.053410
abc66be8,0.000227
3627189f,1.000000
e49a77f6,0.000064
a209d7ee,0.006265
dee69cf6,0.982229
9a6261a0,0.000573
a8e444c6,0.000000
a6a66a28,0.999925
db7022ff,0.000479
0dfb45d9,0.457128
81c983aa,0.000000
a98fb5e1,0.999665
99e004d7,0.000000
d16e5fbb,0.000000
3c352f9e,0.001018
12202699,0.001568
86af0236,0.012771
f3703e6f,0.950566
4a71dc34,0.131308
321edcdc,0.009246
e365a657,0.000000
45755c9c,0.005265
873b0829,0.000086
72ccd009,0.000216
205243d9,0.982697
d9202f36,0.000664
9d0c30b0,0.014460
56644ace,0.000243
c63f527f,0.017103
bb84b9bd,0.999986
6f68caf0,0.190588
8492119b,0.000000
71bde48d,0.999517
d2d6e2ba,0.911834
6f4b309c,0.024461
b3cc5ba3,0.010762
fee39547,0.233250
4893137a,0.999442
e283c4c4,0.103048
25bac62b,0.373798
8fd88dd6,0.000000
b48c104e,0.001378
221d500b,0.009236
8f0de087,0.000000
32342e03,0.000000
a8da99d8,0.000000
93203755,0.341878
d3c88528,0.999806
0d7a17b3,0.018454
bd72f5ec,1.000000
e953c0fd,0.007738
e730b6c6,0.994916
c086033a,0.006482
a521d303,0.000000
b023957a,0.004408
3e0f04e8,0.000000
60647cba,0.000000
2f5c43a8,0.735688
b54ba69b,0.175391
eac962ff,0.204805
7e2a3763,0.000000
9362d863,0.000079
8f1b833c,0.214764
79727ff5,0.000001
62614c75,0.999855
75a03adf,0.000908
cf138392,0.021749
bf467a96,0.000000
c8b34651,0.879196
105a5c54,0.000001
bf6de75c,0.015358
060702c8,1.000000
921bad2c,1.000000
e0d17eb0,0.001015
9a3825c9,0.507504
8eda717f,0.000000
78906e0c,1.000000
c60100ad,0.999117
90a72a52,0.002339
d80e4ed4,0.005803
339cd0d2,0.002242
d99de899,0.001506
357e20d1,0.000000
a4d190da,0.026934
bd226217,0.000001
476e2771,0.999988
4e483506,0.000128
f70ea081,0.999702
4645e56f,0.999935
e6d05940,0.957267
f8b3c6af,0.999938
c89d6aad,0.000416
0cb57f6e,0.370042
86a4be46,0.000087
75e62d7e,0.000000
ebc36374,0.032103
0ebcb731,0.999096
24d000c5,0.002096
f3c9a4f6,0.007013
1bc59730,0.000000
47ea0bff,0.981322
cdeccfdd,0.004078
15e09a1d,0.204772
00652788,0.062242
23649c84,0.000000
91188a77,0.000869
eaca8580,0.028326
4ce9daeb,0.592456
d4220673,0.727419
b6a87aef,0.005645
8333ebed,0.040438
950a3453,0.000000
7074f6c9,0.187551
98a02caf,0.000000
59c8d2b3,0.999990
d99d13bd,0.998473
de86f1cf,0.999996
8f4b1985,0.994842
a7779b04,0.000377
2caeab11,0.003017
16aeea7c,0.194224
b9d19ab9,0.996013
29c5d2fd,1.000000
efcefa55,0.114628
099161c3,0.177374
12b49195,0.000000
96a1ce13,0.995701
67964b4f,0.000000
b61c605c,0.002238
bcfc0f16,0.000145
bf0cb956,0.000040
12f6aa7d,0.323879
f36f3a0c,0.000089
83490492,0.330776
e3b62b60,0.006365
20b27d66,1.000000
25c3ce93,0.850090
67a2ff0b,0.237129
9b2d3c1a,0.999770
8ad51f7d,0.000000
14137b57,0.114109
9ea5aa79,0.000561
5ea1d2dd,0.022365
979c867e,0.960361
7ea1e1b6,0.000367
d65520ba,0.000000
765ad2e2,0.417182
d2957326,0.698867
24349e24,0.000000
fd8a2ae3,0.001111
b282d98e,0.795292
3eaa7a61,0.001938
16533dd4,0.055277
4adb68d7,0.999973
565005b9,0.001857
51d86e0c,0.999710
30635642,0.000000
d9480a60,0.000000
b2647128,0.008267
20478c55,1.000000
caa0d105,0.001880
474f4534,0.002533
d51e3867,0.988508
e5d1bba7,0.101196
e7000b2a,0.001838
78f06b79,0.000000
8a9f4bee,0.999234
3d716bbe,0.158572
6e1ddef1,0.015973
9826f39a,0.003843
3fdc82f7,0.129493
31f013c3,0.136491
97a9df6d,0.000025
10e65294,0.094611
0bdca1a5,0.111730
374037fa,0.122000
1d1a0cec,0.189375
d415c5ad,0.005851
ced1306d,0.000001
f43497f3,0.359642
ffd13a9e,1.000000
6f67148e,0.001716
be322b68,0.024123
af209b44,0.001020
69b53a4a,0.444956
4c085180,0.017928
608cea18,0.003374
f8bebbfd,0.360678
ae16855d,0.000000
dfc700b3,0.997622
e3bdd9ac,0.999780
87a8ea20,0.000386
3c3da9aa,0.149152
76c882d6,0.000000
9e429645,0.970851
7dc9c990,0.000000
f38d53ef,0.296794
e1785b6e,0.000000
80c673fb,0.991523
a8b8c20b,0.734915
6a1ff150,0.994600
2f68d4fe,0.001834
c462ec65,0.999993
c374d5c4,0.041201
d20769b3,0.041906
c467fe4d,0.001303
1356229e,0.023178
b1532127,0.000000
3777ee22,0.999988
4ba6023f,0.999842
08504ae6,0.000086
5e0b4cc5,0.000003
249a0c1f,0.997241
24b3497f,0.000534
9edcf494,0.000000
53297290,0.000719
6d3a269e,0.998966
1b0d38fc,0.000001
02747427,0.178138
38867253,0.999632
c392dbd0,0.292344
8939734c,0.000000
097ba3af,0.000000
30f0f835,0.003295
bdab1bcf,0.458593
1070a984,0.989507
c41b8a90,0.999084
86a3b5cc,0.219777
d0a3719e,0.074937
b1a8067b,0.000000
911bc6aa,0.013902
67a2d0ac,0.000012
11447262,0.000044
12fd1375,0.000000
f2898538,0.009489
0e7355e2,0.000000
bc2c87c8,0.999998
94001156,0.000066
d5855224,0.939623
a3c1a552,0.001081
edcf54fa,0.001633
a28b90eb,0.634940
63cd028f,0.000007
dbc79657,0.000376
bc856bf1,0.004770
c7e25a70,0.029805
9771b119,0.000000
836db0d9,0.000062
f5685d3e,0.138935
bb04299d,0.248626
163a9d23,0.007867
5283c614,0.000000
2276d5d8,0.001160
ccb77e34,0.003169
d4a75bf3,0.001111
e15f46ea,0.000031
992a45ba,0.021360
056e7768,0.000000
a1dc016b,0.001522
38db82cd,0.000093
3295f3ae,0.013518
a6ff3660,0.069302
5981b799,0.997661
2636d79d,0.000000
7a8521e2,0.000000
9b53021d,0.106066
0a37be18,1.000000
a8676e55,0.999988
3488b8fc,0.428953
b86d4006,0.981874
33888635,0.999998
aa9ca5f9,0.002683
08faf0f6,0.000000
5320cd26,0.000000
2c57fdaa,0.027463
d467ce62,0.000002
888a568e,0.999458
88d6c838,0.999977
8f138517,0.005226
e1108dc0,0.000000
9e9cd6c9,0.000033
ab893af4,0.001604
4d4b30ba,0.673809
7ce15e26,0.001794
dbc45500,0.000000
6a0cde3f,0.025170
2658014c,0.000094
08d20604,0.000001
03c83dc9,0.000000
d741ccd1,0.006739
992d48b6,0.000000
b1ea3253,0.993757
da379e69,0.000058
73b429af,1.000000
2aefe712,0.999996
1e3634f9,1.000000
069ee09e,0.000000
a7970f81,0.000000
23084d2e,0.000000
ac57710a,0.998874
02553267,0.917974
0971c6c7,0.041485
cdb7f1fe,0.227026
d3af3f60,0.007120
59daf44b,0.220914
c2169934,0.075893
da03b56e,0.003244
474ea404,0.142489
f686cdc4,0.673283
f865b354,0.007697
106df554,0.022184
e5637171,0.023171
cba8985c,0.000802
cc09c9ce,0.000255
0b85b33f,0.975035
92f20625,0.999322
6b1379dd,0.065286
ed2b1df1,0.000003
325124e4,0.000042
7455c944,0.000000
fd68ccc1,0.005405
8df9100d,0.840841
c406df9b,0.008772
4978870c,0.000000
383f95d6,0.111008
aba96bbf,0.000000
6bba66b4,0.000038
b86fa0c9,0.072403
a2abc369,0.002933
0b40c014,0.026488
d45add48,0.035875
00193999,0.989617
c2f1b710,0.054604
53750c72,0.002657
3137ef1d,0.130654
bc6b8e2a,0.208698
7cb546c6,1.000000
d59a2349,0.000000
04d04b9a,0.017075
05ac1343,0.001965
2917895f,0.000000
342a1d01,0.975880
78309e4b,0.206932
5c1a5aba,0.000001
fae57f79,0.000837
23821d71,0.954603
5780b19d,0.000000
11c67865,0.688160
8564f114,0.004893
ec7d0fdd,0.116525
9a0446b8,0.029028
5f5da69d,0.974488
7a11839b,0.972422
763c9bbf,0.000000
15a7b5c5,0.000000
e9c7e251,0.004732
2555c207,0.025742
ec8d9784,0.000001
08fd9d10,0.079322
9504ae29,0.000022
0b91a24d,0.003599
e62e6cfe,0.997293
5d1291bb,0.129701
b3c1f2e7,0.010131
c6a8db21,0.004380
f2c137fd,0.996924
b61e8155,0.000259
45b9ee35,0.422364
8fe9c49b,0.000000
b98ceb09,0.000000
70c4a435,0.013096
d953d111,0.223861
da7de86e,0.006145
519f8611,0.033357
75eefdc3,0.000419
62412092,0.998016
de8ec010,0.000019
ee6121f8,0.154091
412b66e0,0.837659
7405c131,0.077343
efff4306,0.024821
5658d679,0.000037
617f88fc,0.000000
a120100b,0.000035
0971369e,0.999560
83f7fe7b,0.941709
12437da1,0.000000
8e7f96a5,0.000004
a08237de,0.000000
a013bd6f,0.000001
c6fdd404,0.990824
317e2af4,0.119208
dd9878c0,0.032365
42e76a51,0.999996
022f77e3,0.037887
cada3682,0.999826
53074f1f,0.000547
e6c19679,0.481270
dfb69b8b,0.002794
e1572941,0.000000
8d549cd2,0.044699
6913594d,0.056606
6e528fd6,0.000002
c8b037c7,0.000001
c3b6c880,0.000058
9684ac04,0.000000
6d974acc,0.031601
57b10462,0.122858
b2373298,0.000000
8e946e10,0.936713
6acee7de,0.005324
8ad7cc2f,0.000000
8e6e087e,0.306498
c3e46df5,0.000000
f6983f34,0.738962
8130a3aa,0.004382
0f11be03,0.034540
766073e1,0.005174
e67f6889,0.999944
148a0930,0.000000
b333ff97,0.801761
1c148a28,0.000026
ee0b02d7,0.206488
fa1c5f6d,0.745125
9b12ae1f,0.000111
3bb60b1b,0.042134
096e7594,0.130927
ac98996a,0.000002
1b7b9b9d,0.015206
61b2ac6f,0.176817
2bd414a8,0.610228
73d12826,0.000030
29f7ec33,0.000000
265f8aa8,1.000000
0d6be675,0.181413
a00ecdf6,0.064653
c414328a,0.000000
d47de87e,0.000784
376f984f,0.000973
12a35aa5,0.047273
8ecfd739,0.000002
2cbc30f4,0.009655
aa4bdf31,0.686962
69d18f51,1.000000
50cd4394,0.000000
bda732e1,0.149867
8e77e385,0.000006
49dfd51a,0.020925
b0a3e728,0.369957
518061ec,0.065529
bb306c8c,0.000000
1b2cf099,0.000000
e7c405e4,0.000000
1fc79c9d,0.013626
3427cd60,1.000000
8fc604cd,1.000000
0981acfd,0.000000
512e9c5c,0.095169
ae9f2426,0.000000
a8cd44c8,0.966971
acac91c3,0.999996
35988937,0.128072
2a2dd539,0.003861
3f971e0a,0.000000
7e09131c,0.207270
82726c59,0.003323
ec4c3dbd,0.133652
2a851255,0.000000
2cebdab4,0.999990
013b617b,0.093953
21a8603a,0.000249
fe2f2579,0.002183
df069a3d,0.000002
595f7f57,0.185870
081bdb0a,0.000000
6f8e7b3a,0.065638
d1824fe1,0.000000
3ddc6778,0.294000
57e4244d,0.049832
18e2e176,0.000000
7394cdbc,0.999756
19821b41,0.000000
12e9563c,0.999994
b96c9ed9,0.999977
096d9c1b,0.018435
97454a30,1.000000
43b6c5d3,0.999881
2c58bcc5,0.000008
0c71dc02,0.011056
f7cd79b0,0.204511
922ec513,0.000765
561b6b2c,0.256448
32913f04,0.497409
77aad507,0.000255
d62d5a9c,0.005222
be70bb3d,0.970420
84920252,0.941758
b9623d93,0.000003
ba925eca,0.000135
181ecadf,0.015633
6fbcc9e2,0.051259
57d5b182,0.000049
d3013a36,0.000277
21cafb54,0.046063
d1a6cc74,0.000000
c4017d47,0.000002
22e05854,0.000027
7eb53ec8,0.992575
c77a806d,0.999986
c114c951,0.999992
71495521,0.000000
98bb1260,0.008981
546ec108,0.107731
78f39102,0.000358
26b6379a,0.058872
8cb14c23,0.000138
75892ee1,0.003288
3d31d65f,0.003026
30784a7a,0.000000
efba2a23,0.999997
9fcb2c5a,0.000000
9910ee7e,0.000034
dc97b587,0.047601
7732ca72,0.000050
c4bac1f1,0.012886
a80ddf30,0.000000
fe79c536,0.000951
84e34259,0.999999
7db3b563,0.000000
5e946e6e,0.982765
76881bf4,0.996562
7c606237,0.000495
7aa06d7d,0.923166
0d035cbc,0.021973
0838e69f,0.004003
f6715e39,0.999850
499004bb,0.008308
4cefc9ec,0.000000
ded95f0a,0.998684
073112c9,0.002662
96cb4df4,0.000000
0962de0b,0.999977
cea18b7b,0.999982
75463cb0,0.360290
4a59c201,0.405861
29d46646,0.333011
e6134ca4,0.001276
445ae936,0.998713
420d8dda,1.000000
bae1b5b1,0.003424
9f49327e,0.752424
18b52f62,0.999340
b02bb341,0.000000
e5be8689,0.000000
b5b85b95,0.009291
b94f72e3,0.000000
a79114fd,0.000000
502ffafa,1.000000
b8e274d7,0.017557
e37f8f63,0.000643
c8a5c9d9,0.000094
d574bf84,0.147551
88bc1b71,0.999999
3261e3ee,0.997595
e65424cf,0.004332
706d2090,0.000000
94d4c49c,0.016874
51ba3d48,0.003533
fdd4c395,0.008691
12eed563,0.002071
f93627e8,0.999995
df51a7cd,0.000307
c84092af,0.000130
514a25a2,0.000000
5d421481,0.001637
d3859efd,0.999991
eb024725,0.000006
0d8537a5,0.001974
fe708ff7,0.035368
1790bbf0,0.004194
8a30487e,0.000471
70a01d16,0.003903
89bb7fca,0.972311
398c1300,0.000000
41b43c73,0.000000
72d2839a,0.000743
beeb98cf,0.000012
c409f194,0.994552
0c654278,0.000359
fb155295,0.994426
103d1e1d,0.999993
6c755ff3,0.000000
3722a062,0.109210
90611922,0.021365
77b432f1,1.000000
ccf53246,1.000000
4c52089f,0.300476
81e05676,0.000014
732c51d0,0.000237
b60c6094,0.102531
2e9db48a,0.999771
68cdc732,0.003116
e1f9dbd9,0.000000
31fd12b9,0.055035
72bd3e45,0.482358
84e2f1ab,0.345640
b4b6d3d0,0.005505
874d507a,0.065741
44775bac,0.012587
83dfaf91,0.007663
a9a1cc1e,0.000000
227de452,0.000000
14519bcf,0.000000
970a9821,0.579296
e84230ac,0.000000
550e4ebc,0.032202
5e98d635,0.000000
667d386b,0.004228
503fefff,0.033360
08bcb429,0.013776
90c293d2,0.014610
bbc84c36,0.045714
3facaac6,0.009517
e8d1bc63,0.003262
0ba50202,0.000273
9d947517,0.000000
e084ed8f,0.000000
7051b370,0.000000
910f551e,0.007661
8d238915,0.009847
e7238f30,0.000000
a658f1ba,0.000414
0b4e7093,0.865523
4d59af79,0.448203
99a7b417,0.387890
e5798365,0.003587
078c699f,0.376630
b2cd6017,0.054320
89b3960f,0.000063
104d981d,0.998700
05e410e9,0.007906
44556da6,0.003530
207e5145,0.000503
390ddfc0,0.000000
2e82728f,0.000000
4245d2cc,0.001173
d43a187c,0.410702
52b60236,0.000000
cc22996f,0.078630
bf08f16a,0.000000
47dea2c3,0.266971
22ac0bab,0.079813
49c670ad,0.000000
1040e727,0.000000
f39933c4,0.002956
30474ea4,0.999995
73978670,0.513640
527ad437,0.999614
78f83e41,0.003283
12921cf8,0.982224
b960192b,0.000000
9dfaf61b,0.000000
cec954d2,0.000000
00bb437f,0.000506
06458d98,0.005898
37ba4455,0.000095
2feeeaf3,0.999336
06c83a48,0.000000
dfe4fd55,0.000000
0b7fb9da,0.000000
52d1ae5f,0.000000
0ef51267,0.000000
0d9822ce,0.936574
bcad7099,0.000000
a26a7454,0.169272
93b7cc9d,0.931928
dcd0ddc6,0.000395
16655d5c,0.041166
2a6150ae,0.000000
601fa9bc,0.014337
3644a31b,0.044169
396254ec,0.052334
b01bf536,0.286500
ff13313c,0.193793
18c308c7,0.019318
50b69cc6,0.000000
76bd6e6a,0.008522
74c587bb,0.000393
11b26a63,0.160722
bf2bc384,0.121262
075634d5,0.000000
7b1e388b,0.000097
8eb02fc2,0.002842
5b09ed4a,0.000000
371b935e,0.998694
7a1cbaab,0.021696
c5c72595,0.998311
c5ea95c0,0.043036
a5b61d35,0.011116
2c252c46,0.000342
7d8e52d9,0.024580
13fe65d5,0.211640
a3d2abc6,0.046998
9248daa9,0.955097
605470fc,0.008488
38717ccd,0.998049
1144cbd0,0.998131
6d32e09b,0.992854
89b138f7,0.000000
a83f69a4,0.043867
68b7f89d,0.430356
a0998397,0.030273
7e20006f,0.000000
93b12419,0.999181
475c5a35,0.020108
67f42c90,0.407772
45a114e0,0.007208
41a59ee9,0.034403
6c2c6a39,0.002234
9f840a7d,0.000000
2ad5ee96,0.000000
cb8b875e,0.996644
2283d088,0.000786
545f8210,0.000000
7eeed38a,0.996557
be77b9e7,0.000002
16ec40a3,0.119968
b7e74bcf,0.947395
8a36acfd,0.983828
d2e5b493,1.000000
bd88797b,0.000000
78566a26,0.000000
32449528,0.002685
5f6ffdad,0.121009
38bdc33c,0.350698
f88a9ed3,0.000061
c1fe2103,0.000000
63f7ddd9,0.000024
97e123d2,0.076362
7d078228,0.001729
6b43e60f,1.000000
e07665a4,0.964229
4da0c147,0.000000
1d2474a1,0.043709
f39a3050,0.000443
aaeb3f89,0.000389
daa3d1e9,0.002930
23cad3ed,0.999995
dc8fd92d,0.999054
994a2787,0.000000
5009ce8c,0.999943
95ba90c7,0.000000
bb176f20,0.000000
57ccd603,0.000000
c3767f5b,0.994755
076492b4,0.000083
68864007,0.012308
fb124dd7,0.073429
c59fbfc0,0.000000
ddce9f51,0.000000
c459dbf6,0.568231
1a39b44e,0.132971
a31f8519,0.000000
29ff4d55,0.000000
c0a87a44,0.039773
aa07ea34,0.000000
ed7b77f3,0.999940
ccb10918,0.009499
aba1f2cc,0.000110
0c4b7ce6,0.001448
26a29fae,0.000000
6a1a9b91,0.474128
fda0d9b3,0.000070
2f7da2f9,1.000000
948317c5,0.000206
df315de0,0.004091
51762e5e,0.000008
9be1f9d4,0.000576
b20f16ca,0.044209
24f677ab,0.021336
19d36f67,0.000000
db098e36,0.001255
3ab323b5,0.080804
db204654,0.000371
f0b7c362,0.102195
9c36083a,0.929356
00247e48,0.999999
99064331,0.007895
fb023b97,0.000000
834a13a2,0.000000
b4fb7c3b,0.003661
cccc91e5,0.007179
e777f5c4,0.000000
8a367850,0.000000
01aee49b,0.999549
09a3f3cb,0.000080
b7837a99,0.998170
0e5c18fe,0.000000
433d92a6,0.000017
d8c1c90e,0.000002
5cf350ea,0.198315
9e6adfeb,0.000000
398c373b,0.000000
8e1cb96b,0.760129
c0ab7de5,0.000000
b7519f43,0.360923
54d7929f,0.000000
222a4407,0.014346
4cd8d439,0.004412
ac31d9e4,0.216957
0c51475f,0.000000
926b4b5d,0.999992
3072aeb4,0.994397
5508aabc,0.000000
7ff080c1,0.991492
c8137158,0.000314
73f4c54a,0.004030
0ab19c8d,0.006179
57c090c7,0.457045
b3f4d7c8,0.999978
d4a81cf9,0.014559
497c4ff8,0.000480
8949311b,0.996062
d4f17d1d,0.132177
cbd015d6,0.000000
4ff7d773,0.072088
5950d2f6,0.001359
f0b4c564,0.000014
4727e088,0.231224
2c9b195c,0.024601
04c441b0,0.082426
9f1e2246,0.027109
3bf56119,0.632357
385033f6,0.004821
1e14e9eb,0.010676
4ec14d05,0.008061
d16ffa50,0.000121
6f2147d7,0.000121
13540275,0.999996
280aaa6c,0.000022
63d6fcf6,0.485859
e1130afc,0.027560
8915b349,0.238834
02cb6179,0.999997
816084ef,0.007552
e83e27ef,0.002328
9928b6cb,0.001385
398c44d5,0.044675
4e9944c8,0.025076
ade738c7,0.000001
df106f1f,0.000362
707c42f2,0.000000
c7d6c968,0.010493
2f62a2d3,0.000000
58a62136,0.002217
